No,Tanggal,Hari,Bulan,Kuartal,Tahun,Shift,Area_Kerja,Supervisor_ID,Jenis_Pekerjaan,Jenis_Insiden,Near_Miss,First_Aid,Medical_Treatment,LTI,Fatality,Hari_Hilang_Kerja,Property_Damage,Jumlah_Tenaga_Kerja,Jam_Kerja,Kondisi_Cuaca,Penyebab_Utama,Tindakan_Korektif,Status_Tindakan,Lokasi_Spesifik,Catatan
1911,2022-11-28,Monday,11,Q4,2022,Shift 2 (19:00-07:00),ROM,SPV-015,Dozing,Medical Treatment,0,0,1,0,0,0,0,19,213.9,Berkabut,Komunikasi Buruk,Penggantian APD,Overdue,Pit-C-Blok05,
1912,2024-12-05,Thursday,12,Q4,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-003,Pumping,Near Miss,1,0,0,0,0,0,0,41,491,Cerah,Komunikasi Buruk,Perbaikan Desain,Selesai,Pit-B-Blok05,
1913,2023-08-26,Saturday,8,Q3,2023,Shift 1 (07:00-19:00),Workshop,SPV-016,Pengawasan,First Aid,0,1,0,0,0,0,0,29,307,Berkabut,Peralatan Rusak,Investigasi Lanjut,Dalam Proses,Worksh-Blok02,Investigasi selesai
1914,2022-02-10,Thursday,2,Q1,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-009,Administrasi,Property Damage,0,0,0,0,0,0,1,38,398.8,Berawan,Komunikasi Buruk,Revisi Prosedur,Selesai,Pit-C-Blok02,
1915,2023-05-21,Sunday,5,Q2,2023,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-015,Pumping,First Aid,0,1,0,0,0,0,0,22,246.7,Berawan,Komunikasi Buruk,Investigasi Lanjut,Overdue,Pit-A-Blok05,Perlu tindak lanjut
1916,2024-11-08,Friday,11,Q4,2024,Shift 2 (19:00-07:00),Stockpile,SPV-017,Blasting,Property Damage,0,0,0,0,0,0,1,33,346.1,Hujan Lebat,Housekeeping Buruk,Penggantian APD,Selesai,Stockp-Blok01,Menunggu spare part
1917,2024-07-01,Monday,7,Q3,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-001,Grading,First Aid,0,1,0,0,0,0,0,11,115.3,Berawan,Alat Pelindung Diri Tidak Sesuai,Revisi Prosedur,Dalam Proses,Pit-C-Blok03,
1918,2024-11-29,Friday,11,Q4,2024,Shift 2 (19:00-07:00),Drainase,SPV-005,Fueling,Medical Treatment,0,0,1,0,0,0,0,13,156.7,Cerah,Kondisi Cuaca Buruk,Perbaikan Alat,Selesai,Draina-Blok02,Investigasi selesai
1919,2024-03-12,Tuesday,3,Q1,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-012,Administrasi,Medical Treatment,0,0,1,0,0,0,0,31,383.3,Cerah,Housekeeping Buruk,Revisi Prosedur,Selesai,Pit-A-Blok05,
1920,2022-07-20,Wednesday,7,Q3,2022,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-004,Loading,First Aid,0,1,0,0,0,0,0,14,151.4,Berawan,Desain/Engineering,Perbaikan Desain,Selesai,ROM (R-Blok02,
1921,2023-11-04,Saturday,11,Q4,2023,Shift 1 (07:00-19:00),Workshop,SPV-010,Dozing,Medical Treatment,0,0,1,0,0,0,0,16,169.8,Berkabut,Human Error,Revisi Prosedur,Selesai,Worksh-Blok02,
1922,2024-09-16,Monday,9,Q3,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-001,Administrasi,Near Miss,1,0,0,0,0,0,0,36,435.8,Berawan,Faktor Eksternal,Perbaikan Alat,Dalam Proses,Pit-B-Blok04,
1923,2024-11-20,Wednesday,11,Q4,2024,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-016,Pengawasan,First Aid,0,1,0,0,0,0,0,21,238.8,Berkabut,Alat Pelindung Diri Tidak Sesuai,Revisi Prosedur,Selesai,ROM (R-Blok04,
1924,2024-04-13,Saturday,4,Q2,2024,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-001,Pengawasan,Medical Treatment,0,0,1,0,0,0,0,14,167.3,Cerah,Desain/Engineering,Investigasi Lanjut,Selesai,Pit-A-Blok04,
1925,2022-10-28,Friday,10,Q4,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-013,Dozing,Near Miss,1,0,0,0,0,0,0,29,361.4,Hujan Ringan,Kondisi Cuaca Buruk,Perbaikan Alat,Selesai,Pit-B-Blok03,Perlu tindak lanjut
1926,2022-11-23,Wednesday,11,Q4,2022,Shift 2 (19:00-07:00),Workshop,SPV-006,Dozing,Near Miss,1,0,0,0,0,0,0,12,131.5,Hujan Ringan,Housekeeping Buruk,Pelatihan Ulang,Selesai,Worksh-Blok01,Investigasi selesai
1927,2024-09-02,Monday,9,Q3,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-007,Blasting,Environmental Spill,0,0,0,0,0,0,0,43,565.7,Berkabut,Kelelahan Pekerja,Perbaikan Desain,Belum Dimulai,Pit-C-Blok04,Menunggu spare part
1928,2024-12-23,Monday,12,Q4,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-001,Loading,Near Miss,1,0,0,0,0,0,0,26,297.1,Berkabut,Prosedur Tidak Diikuti,Pelatihan Ulang,Selesai,Pit-B-Blok04,
1929,2024-05-27,Monday,5,Q2,2024,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-011,Administrasi,First Aid,0,1,0,0,0,0,0,24,242.5,Berkabut,Komunikasi Buruk,Penggantian APD,Selesai,Pit-A-Blok01,Investigasi selesai
1930,2023-12-31,Sunday,12,Q4,2023,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-019,Survei,Near Miss,1,0,0,0,0,0,0,40,427.8,Berawan,Housekeeping Buruk,Revisi Prosedur,Belum Dimulai,Pit-A-Blok03,
1931,2022-06-02,Thursday,6,Q2,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-005,Hauling,Medical Treatment,0,0,1,0,0,0,0,14,140,Hujan Ringan,Housekeeping Buruk,Investigasi Lanjut,Selesai,Pit-B-Blok02,Sudah dilaporkan ke HSE Manager
1932,2022-11-01,Tuesday,11,Q4,2022,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-003,Pengawasan,Near Miss,1,0,0,0,0,0,0,41,526,Cerah,Peralatan Rusak,Pelatihan Ulang,Selesai,Pit-A-Blok02,Perlu tindak lanjut
1933,2023-01-13,Friday,1,Q1,2023,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-005,Administrasi,First Aid,0,1,0,0,0,0,0,33,410.1,Cerah,Faktor Eksternal,Briefing Safety,Dalam Proses,Pit-C-Blok03,
1934,2023-11-02,Thursday,11,Q4,2023,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-020,Drilling,First Aid,0,1,0,0,0,0,0,18,201.9,Cerah,Kondisi Cuaca Buruk,Investigasi Lanjut,Dalam Proses,ROM (R-Blok05,Perlu tindak lanjut
1935,2023-02-26,Sunday,2,Q1,2023,Shift 1 (07:00-19:00),Office Area,SPV-007,Loading,Medical Treatment,0,0,1,0,0,0,0,43,531.9,Hujan Ringan,Prosedur Tidak Diikuti,Briefing Safety,Belum Dimulai,Office-Blok02,Investigasi selesai
1936,2023-02-28,Tuesday,2,Q1,2023,Shift 1 (07:00-19:00),Drainase,SPV-014,Hauling,Near Miss,1,0,0,0,0,0,0,34,340,Hujan Ringan,Desain/Engineering,Perbaikan Desain,Overdue,Draina-Blok04,Perlu tindak lanjut
1937,2022-12-29,Thursday,12,Q4,2022,Shift 1 (07:00-19:00),Workshop,SPV-011,Pumping,Near Miss,1,0,0,0,0,0,0,10,129.3,Cerah,Prosedur Tidak Diikuti,Briefing Safety,Selesai,Worksh-Blok01,Menunggu spare part
1938,2023-06-24,Saturday,6,Q2,2023,Shift 1 (07:00-19:00),Workshop,SPV-008,Pengawasan,First Aid,0,1,0,0,0,0,0,26,303.3,Berawan,Komunikasi Buruk,Penggantian APD,Selesai,Worksh-Blok03,Perlu tindak lanjut
1939,2024-07-08,Monday,7,Q3,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-008,Pengawasan,Near Miss,1,0,0,0,0,0,0,41,403.9,Hujan Ringan,Human Error,Perbaikan Desain,Selesai,Pit-C-Blok05,Perlu tindak lanjut
1940,2024-03-13,Wednesday,3,Q1,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-004,Survei,Medical Treatment,0,0,1,0,0,0,0,9,97.5,Berawan,Alat Pelindung Diri Tidak Sesuai,Perbaikan Desain,Belum Dimulai,Pit-A-Blok03,
1941,2022-09-28,Wednesday,9,Q3,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-017,Survei,Medical Treatment,0,0,1,0,0,0,0,10,112.3,Cerah,Faktor Eksternal,Revisi Prosedur,Selesai,Pit-B-Blok02,
1942,2022-06-02,Thursday,6,Q2,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-008,Survei,Near Miss,1,0,0,0,0,0,0,22,270,Cerah,Housekeeping Buruk,Penggantian APD,Selesai,Pit-C-Blok02,Investigasi selesai
1943,2024-09-06,Friday,9,Q3,2024,Shift 1 (07:00-19:00),Drainase,SPV-009,Blasting,Near Miss,1,0,0,0,0,0,0,31,359.4,Berkabut,Peralatan Rusak,Perbaikan Alat,Overdue,Draina-Blok05,Investigasi selesai
1944,2023-05-16,Tuesday,5,Q2,2023,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-017,Pumping,Near Miss,1,0,0,0,0,0,0,44,453.3,Berawan,Peralatan Rusak,Perbaikan Alat,Belum Dimulai,Pit-C-Blok05,Menunggu spare part
1945,2022-02-04,Friday,2,Q1,2022,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-018,Loading,Medical Treatment,0,0,1,0,0,0,0,16,157.2,Berawan,Alat Pelindung Diri Tidak Sesuai,Briefing Safety,Dalam Proses,ROM (R-Blok03,Perlu tindak lanjut
1946,2022-01-13,Thursday,1,Q1,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-020,Dozing,Medical Treatment,0,0,1,0,0,0,0,32,349.4,Berawan,Peralatan Rusak,Briefing Safety,Overdue,Pit-B-Blok02,Sudah dilaporkan ke HSE Manager
1947,2022-07-16,Saturday,7,Q3,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-010,Dozing,Medical Treatment,0,0,1,0,0,0,0,26,258,Hujan Ringan,Prosedur Tidak Diikuti,Briefing Safety,Selesai,Pit-B-Blok01,Menunggu spare part
1948,2022-08-03,Wednesday,8,Q3,2022,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-007,Maintenance,First Aid,0,1,0,0,0,0,0,43,509,Berkabut,Housekeeping Buruk,Investigasi Lanjut,Belum Dimulai,ROM (R-Blok03,
1949,2022-10-24,Monday,10,Q4,2022,Shift 1 (07:00-19:00),Drainase,SPV-015,Maintenance,First Aid,0,1,0,0,0,0,0,38,445.3,Cerah,Faktor Eksternal,Revisi Prosedur,Selesai,Draina-Blok01,
1950,2022-01-26,Wednesday,1,Q1,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-002,Pengawasan,Medical Treatment,0,0,1,0,0,0,0,22,258.3,Hujan Ringan,Prosedur Tidak Diikuti,Perbaikan Desain,Selesai,Pit-C-Blok04,Sudah dilaporkan ke HSE Manager
1951,2022-09-16,Friday,9,Q3,2022,Shift 1 (07:00-19:00),Workshop,SPV-003,Dozing,Medical Treatment,0,0,1,0,0,0,0,20,244.3,Berawan,Alat Pelindung Diri Tidak Sesuai,Revisi Prosedur,Dalam Proses,Worksh-Blok02,
1952,2022-05-06,Friday,5,Q2,2022,Shift 1 (07:00-19:00),Workshop,SPV-010,Loading,Medical Treatment,0,0,1,0,0,0,0,34,410.9,Cerah,Peralatan Rusak,Pelatihan Ulang,Selesai,Worksh-Blok01,Investigasi selesai
1953,2022-10-20,Thursday,10,Q4,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-010,Administrasi,Near Miss,1,0,0,0,0,0,0,19,193.2,Berawan,Desain/Engineering,Perbaikan Alat,Selesai,Pit-C-Blok01,Investigasi selesai
1954,2024-08-28,Wednesday,8,Q3,2024,Shift 1 (07:00-19:00),,SPV-019,Grading,Medical Treatment,0,0,1,1,0,0,0,14,167.2,Cerah,Kondisi Cuaca Buruk,Penggantian APD,Belum Dimulai,Pit-C-Blok03,
1955,2023-05-29,Monday,5,Q2,2023,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-015,Dozing,Near Miss,1,0,0,0,0,0,0,8,104.1,Cerah,Human Error,Perbaikan Desain,Dalam Proses,Pit-C-Blok02,Perlu tindak lanjut
1956,2024-09-04,Wednesday,9,Q3,2024,Shift 2 (19:00-07:00),Office Area,SPV-012,Loading,Near Miss,1,0,0,0,0,0,0,13,-12,Cerah,Alat Pelindung Diri Tidak Sesuai,Penggantian APD,Selesai,Office-Blok03,
1957,2022-09-10,Saturday,9,Q3,2022,Shift 1 (07:00-19:00),Office Area,SPV-013,Loading,Lost Time Injury,0,0,0,1,0,9,0,18,182.5,Cerah,Kelelahan Pekerja,Pelatihan Ulang,Selesai,Office-Blok05,
1958,2022-01-04,Tuesday,1,Q1,2022,Shift 1 (07:00-19:00),Office Area,SPV-010,Loading,First Aid,0,1,0,0,0,0,0,39,389.2,Hujan Ringan,Alat Pelindung Diri Tidak Sesuai,Pelatihan Ulang,Belum Dimulai,Office-Blok04,Sudah dilaporkan ke HSE Manager
1959,2023-05-30,Tuesday,5,Q2,2023,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-006,Dozing,Near Miss,1,0,0,0,0,0,0,10,118.9,Berawan,Desain/Engineering,Perbaikan Desain,Overdue,Pit-A-Blok03,Sudah dilaporkan ke HSE Manager
1960,2022-11-23,Wednesday,11,Q4,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-011,Administrasi,Environmental Spill,0,0,0,0,0,0,0,30,333.6,Hujan Ringan,Faktor Eksternal,Perbaikan Alat,Belum Dimulai,Pit-B-Blok02,
1961,2023-03-07,Tuesday,3,Q1,2023,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-003,Fueling,Near Miss,1,0,0,0,0,0,0,16,185.4,Hujan Ringan,Prosedur Tidak Diikuti,Perbaikan Desain,Selesai,Pit-A-Blok01,
1962,2022-05-21,Saturday,5,Q2,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-003,Administrasi,Near Miss,1,0,0,0,0,0,0,11,122.1,Berawan,Human Error,Briefing Safety,Selesai,Pit-B-Blok03,Perlu tindak lanjut
1963,2023-10-14,Saturday,10,Q4,2023,Shift 1 (07:00-19:00),Pit-A (Overburden),,Grading,Near Miss,1,0,0,0,0,0,0,37,464.9,Cerah,Human Error,Investigasi Lanjut,Overdue,Pit-A-Blok01,Sudah dilaporkan ke HSE Manager
1964,2022-01-22,Saturday,1,Q1,2022,Shift 2 (19:00-07:00),Office Area,SPV-002,Dozing,Near Miss,1,0,0,0,0,0,0,35,433.4,Cerah,Kelelahan Pekerja,Perbaikan Desain,Overdue,Office-Blok02,Menunggu spare part
1965,2024-08-17,Saturday,8,Q3,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-017,Loading,Near Miss,1,0,0,0,0,0,0,33,412.9,Cerah,Komunikasi Buruk,Pelatihan Ulang,Selesai,Pit-B-Blok04,
1966,2022-02-18,Friday,2,Q1,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-020,Pengawasan,Lost Time Injury,0,0,0,1,0,10,0,22,286.7,Cerah,Faktor Eksternal,Revisi Prosedur,Selesai,Pit-C-Blok04,
1967,2022-05-26,Thursday,5,Q2,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-017,Loading,Property Damage,0,0,0,0,0,0,1,17,219.6,Berawan,Human Error,Perbaikan Alat,Selesai,Pit-B-Blok02,Sudah dilaporkan ke HSE Manager
1968,2023-03-16,Thursday,3,Q1,2023,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-016,Loading,First Aid,0,1,0,0,0,0,0,42,463.7,Hujan Ringan,Peralatan Rusak,Perbaikan Alat,Overdue,ROM (R-Blok05,
1969,2022-04-10,Sunday,4,Q2,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-013,Pengawasan,Near Miss,1,0,0,0,0,0,0,8,80,Hujan Lebat,Human Error,Perbaikan Alat,Dalam Proses,Pit-B-Blok04,
1970,2022-04-01,Friday,4,Q2,2022,Shift 2 (19:00-07:00),Stockpile,SPV-008,Survei,Near Miss,1,0,0,0,0,0,0,24,293.3,Berawan,Desain/Engineering,Penggantian APD,Dalam Proses,Stockp-Blok05,Sudah dilaporkan ke HSE Manager
1971,2023-04-10,Monday,4,Q2,2023,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-008,Pumping,First Aid,0,1,0,0,0,0,0,17,185,Cerah,Kondisi Cuaca Buruk,Revisi Prosedur,Selesai,Pit-B-Blok01,
1972,2024-08-23,Friday,8,Q3,2024,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-019,Loading,First Aid,0,1,0,0,0,0,0,21,209.5,Berkabut,Faktor Eksternal,Revisi Prosedur,Overdue,Pit-C-Blok04,
1973,2024-04-28,Sunday,4,Q2,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-019,Dozing,Near Miss,1,0,0,0,0,0,0,23,297.1,Cerah,Peralatan Rusak,Perbaikan Desain,Dalam Proses,Pit-A-Blok03,
1974,2022-11-18,Friday,11,Q4,2022,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-019,Maintenance,First Aid,0,1,0,0,0,0,0,9,99.4,Cerah,Peralatan Rusak,Investigasi Lanjut,Dalam Proses,Pit-A-Blok03,
1975,2023-03-22,Wednesday,3,Q1,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-016,Dozing,First Aid,0,1,0,0,0,0,0,26,267.3,Cerah,Alat Pelindung Diri Tidak Sesuai,Revisi Prosedur,Selesai,Pit-B-Blok02,
1976,2024-05-28,Tuesday,5,Q2,2024,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-012,Survei,Near Miss,1,0,0,0,0,0,0,11,5000,Cerah,Alat Pelindung Diri Tidak Sesuai,Revisi Prosedur,Selesai,Pit-C-Blok05,
1977,2024-01-25,Thursday,1,Q1,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-018,Blasting,Medical Treatment,0,0,1,1,0,0,0,0,123.5,Cerah,Peralatan Rusak,Perbaikan Alat,Selesai,Pit-A-Blok04,Investigasi selesai
1978,2023-12-22,Friday,12,Q4,2023,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-003,Pumping,First Aid,0,1,0,0,0,0,0,17,216.4,Berawan,Human Error,Revisi Prosedur,Overdue,Pit-B-Blok03,
1979,2023-03-25,Saturday,3,Q1,2023,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-014,Administrasi,First Aid,0,1,0,0,0,0,0,17,206,Cerah,Prosedur Tidak Diikuti,Penggantian APD,Selesai,Pit-A-Blok01,Sudah dilaporkan ke HSE Manager
1980,2024-03-23,Saturday,3,Q1,2024,Shift 2 (19:00-07:00),Workshop,SPV-010,Administrasi,Medical Treatment,0,0,1,0,0,0,0,16,166.2,Berawan,Kondisi Cuaca Buruk,Penggantian APD,Selesai,Worksh-Blok03,
1981,2024-04-17,Wednesday,4,Q2,2024,Shift 1 (07:00-19:00),Workshop,SPV-006,Grading,Property Damage,0,0,0,0,0,0,1,22,240,Hujan Ringan,Faktor Eksternal,Perbaikan Desain,Belum Dimulai,Worksh-Blok03,
1982,2024-09-15,Sunday,9,Q3,2024,Shift 2 (19:00-07:00),Workshop,SPV-008,Hauling,Near Miss,1,0,0,0,0,0,0,44,571,Hujan Ringan,Kondisi Cuaca Buruk,Investigasi Lanjut,Belum Dimulai,Worksh-Blok01,
1983,2022-05-25,Wednesday,5,Q2,2022,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-002,Dozing,Medical Treatment,0,0,1,0,0,0,0,36,378.8,Berawan,Prosedur Tidak Diikuti,Investigasi Lanjut,Selesai,Pit-A-Blok03,Investigasi selesai
1984,2022-08-02,Tuesday,8,Q3,2022,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-014,Pengawasan,Near Miss,1,0,0,0,0,0,0,8,90.5,Hujan Ringan,Kelelahan Pekerja,Pelatihan Ulang,Selesai,Pit-C-Blok02,Menunggu spare part
1985,2022-04-07,Thursday,4,Q2,2022,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-015,Drilling,Medical Treatment,0,0,1,0,0,0,0,33,351.8,Cerah,Komunikasi Buruk,Penggantian APD,Dalam Proses,Pit-A-Blok03,
1986,2022-09-20,Tuesday,9,Q3,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-015,Maintenance,First Aid,0,1,0,0,0,0,0,40,506.2,Cerah,Desain/Engineering,Perbaikan Desain,Selesai,Pit-B-Blok03,
1987,2023-09-12,Tuesday,9,Q3,2023,Shift 2 (19:00-07:00),Office Area,SPV-012,Loading,Lost Time Injury,0,0,0,1,0,4,0,26,271.4,Berkabut,Human Error,Pelatihan Ulang,Selesai,Office-Blok04,Perlu tindak lanjut
1988,2024-08-26,Monday,8,Q3,2024,Shift 2 (19:00-07:00),Stockpile,SPV-017,Fueling,Property Damage,0,0,0,0,0,0,1,42,471.8,Cerah,Desain/Engineering,Investigasi Lanjut,Selesai,Stockp-Blok02,Menunggu spare part
1989,2023-08-03,Thursday,8,Q3,2023,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-020,Loading,Near Miss,1,0,0,0,0,0,0,11,117.4,Hujan Lebat,Desain/Engineering,Pelatihan Ulang,Dalam Proses,Pit-C-Blok01,
1990,2022-08-07,Sunday,8,Q3,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-016,Hauling,First Aid,0,1,0,0,0,0,0,22,247.3,Cerah,Komunikasi Buruk,Briefing Safety,Selesai,Pit-B-Blok03,Sudah dilaporkan ke HSE Manager
1991,2024-06-08,Saturday,6,Q2,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-002,,Medical Treatment,0,0,1,0,0,0,0,17,213.2,Cerah,Prosedur Tidak Diikuti,Revisi Prosedur,Belum Dimulai,Pit-B-Blok01,
1992,2024-08-27,Tuesday,8,Q3,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-004,Drilling,Near Miss,1,0,0,0,0,0,0,31,312.8,Cerah,Desain/Engineering,Briefing Safety,Dalam Proses,Pit-A-Blok03,
1993,2022-09-02,Friday,9,Q3,2022,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-008,Fueling,First Aid,0,1,0,0,0,0,0,16,160.5,Hujan Ringan,Prosedur Tidak Diikuti,Investigasi Lanjut,Selesai,ROM (R-Blok04,Perlu tindak lanjut
1994,2023-08-23,Wednesday,8,Q3,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-020,Grading,Near Miss,1,0,0,0,0,0,0,29,312.5,Hujan Ringan,Human Error,Revisi Prosedur,Selesai,Pit-B-Blok02,
1995,2024-05-21,Tuesday,5,Q2,2024,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-010,Grading,Near Miss,1,0,0,0,0,0,0,17,208.5,Berawan,Kelelahan Pekerja,Pelatihan Ulang,Selesai,Pit-B-Blok03,Menunggu spare part
1996,2024-01-14,Sunday,1,Q1,2024,Shift 1 (07:00-19:00),Office Area,SPV-003,Drilling,First Aid,0,1,0,0,0,0,0,19,227.5,Cerah,Human Error,Pelatihan Ulang,Selesai,Office-Blok05,Investigasi selesai
1997,2023-08-02,Wednesday,8,Q3,2023,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-001,Drilling,First Aid,0,1,0,0,0,0,0,43,511.8,Berkabut,Alat Pelindung Diri Tidak Sesuai,Perbaikan Desain,Selesai,ROM (R-Blok04,Investigasi selesai
1998,2023-03-15,Wednesday,3,Q1,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-014,Pengawasan,Medical Treatment,0,0,1,0,0,0,0,32,422.5,Berawan,Housekeeping Buruk,Perbaikan Desain,Selesai,Pit-B-Blok02,
1999,2024-06-30,Sunday,6,Q2,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-012,Dozing,Near Miss,1,0,0,0,0,0,0,43,527.4,Hujan Ringan,Human Error,Investigasi Lanjut,Belum Dimulai,Pit-C-Blok02,Menunggu spare part
2000,2022-01-28,Friday,1,Q1,2022,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-002,Hauling,Property Damage,0,0,0,0,0,0,1,17,220.2,Cerah,Faktor Eksternal,Perbaikan Alat,Selesai,Pit-C-Blok01,Perlu tindak lanjut
2001,2024-10-12,Saturday,10,Q4,2024,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-017,Survei,Near Miss,1,0,0,0,0,0,0,41,480.5,Hujan Ringan,Prosedur Tidak Diikuti,Investigasi Lanjut,Selesai,Pit-C-Blok04,Perlu tindak lanjut
2002,2022-09-30,Friday,9,Q3,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-005,Grading,Near Miss,1,0,0,0,0,0,0,45,474.8,Hujan Ringan,Alat Pelindung Diri Tidak Sesuai,Investigasi Lanjut,Dalam Proses,Pit-C-Blok05,
2003,2022-02-12,Saturday,2,Q1,2022,Shift 1 (07:00-19:00),Drainase,SPV-006,Drilling,First Aid,0,1,0,0,0,0,0,33,343.7,Berkabut,Peralatan Rusak,Briefing Safety,Dalam Proses,Draina-Blok02,Perlu tindak lanjut
2004,2022-09-29,Thursday,9,Q3,2022,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-006,Administrasi,First Aid,0,1,0,0,0,0,0,16,197,Berawan,Alat Pelindung Diri Tidak Sesuai,Briefing Safety,Belum Dimulai,Pit-A-Blok02,Sudah dilaporkan ke HSE Manager
2005,2024-09-09,Monday,9,Q3,2024,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-014,Grading,Medical Treatment,0,0,1,0,0,0,0,30,380.3,Berawan,Housekeeping Buruk,Penggantian APD,Selesai,Pit-B-Blok01,
2006,2024-02-18,Sunday,2,Q1,2024,Shift 2 (19:00-07:00),Workshop,SPV-004,Loading,Lost Time Injury,0,0,0,1,0,11,0,11,131.5,Hujan Ringan,Human Error,Penggantian APD,Overdue,Worksh-Blok01,
2007,2024-09-25,Wednesday,9,Q3,2024,Shift 2 (19:00-07:00),Workshop,SPV-005,Pumping,Near Miss,1,0,0,0,0,0,0,34,416.8,Hujan Lebat,Kelelahan Pekerja,Revisi Prosedur,Belum Dimulai,Worksh-Blok02,
2008,2022-04-27,Wednesday,4,Q2,2022,Shift 1 (07:00-19:00),Stockpile,SPV-020,Fueling,Near Miss,1,0,0,0,0,0,0,14,138.8,Cerah,Kelelahan Pekerja,Revisi Prosedur,Selesai,Stockp-Blok04,Perlu tindak lanjut
2009,2023-12-01,Friday,12,Q4,2023,Shift 2 (19:00-07:00),Office Area,SPV-002,Drilling,First Aid,0,1,0,0,0,0,0,21,257,Berkabut,Faktor Eksternal,Briefing Safety,Dalam Proses,Office-Blok02,
2010,2024-04-10,Wednesday,4,Q2,2024,Shift 2 (19:00-07:00),Drainase,SPV-007,Survei,Medical Treatment,0,0,1,0,0,0,0,37,438.3,Hujan Lebat,Prosedur Tidak Diikuti,Investigasi Lanjut,Selesai,Draina-Blok04,Menunggu spare part
